TAZ_ID,AREA,SETTL_SIZE,CHILD_EDU,ADULT_EDU,STUDENTS,SOCECO,SECTOR_REST,SECTOR_ARA,SECTOR_ORT,POPULATION,HH_AVG_SIZE,HH_AVG_SIZE_ARAB,HH_AVG_SIZE_ORTO,HH_AVG_SIZE_REST,HH_TOT,HH_ARAB,HH_OTRO,HH_REST,EMPL_TOT,EMPL_INDU,EMPL_SERV,EMPL_OTHER,AGE_0_7,AGE_8_18,AGE_19_25,AGE_26_35,AGE_36_64,AGE_65,AGE_0_7_REST,AGE_8_18_REST,AGE_19_25_REST,AGE_26_35_REST,AGE_36_64_REST,AGE_65_REST,AGE_0_7_ARA,AGE_8_18_ARA,AGE_19_25_ARA,AGE_26_35_ARA,AGE_36_64_ARA,AGE_65_ARA,AGE_0_7_ORT,AGE_8_18_ORT,AGE_19_25_ORT,AGE_26_35_ORT,AGE_36_64_ORT,AGE_65_ORT,GIZRA,TABAAT,SZ_OLD,SZ_NEW,PRIMARY_NAFA,SECONDARY_NAFA,PERC_PRIMARY_NAFA,PERC_SECONDARY_NAFA
203,0.32,3,378,0,0,3,0.869442484,0.098447424,0.032110092,2834,2.389544688,2.735294118,2.757575758,2.344433873,1186,102,33,1051,600,197,317,86,423,476,249,423,915,348,368,413,211,363,796,313,35,43,29,46,97,29,20,20,9,14,22,6,21,2,2,2,עכו,,1,0
204,0.64,3,403,0,0,5,0.418569254,0.581430746,0,1314,2.556420233,2.861423221,0,2.226720648,514,267,0,247,1388,455,733,200,179,189,126,205,404,211,81,69,46,80,143,131,98,120,80,125,261,80,0,0,0,0,0,0,21,2,2,2,עכו,,1,0
205,21.42,1,0,0,0,7,1,0,0,1794,3.340782123,0,0,3.340782123,537,0,0,537,846,277,447,122,283,377,157,173,608,196,283,377,157,173,608,196,0,0,0,0,0,0,0,0,0,0,0,0,21,2,2,2,עכו,,1,0
206,0.98,1,696,0,0,5,1,0,0,1258,2.878718535,0,0,2.878718535,437,0,0,437,2129,698,1124,307,134,209,93,133,400,289,134,209,93,133,400,289,0,0,0,0,0,0,0,0,0,0,0,0,21,2,2,2,עכו,,1,0
207,2.69,2,661,0,0,3,0,1,0,4578,3.899488927,3.899488927,0,0,1174,1174,0,0,1118,367,590,161,631,889,589,719,1427,323,0,0,0,0,0,0,631,889,589,719,1427,323,0,0,0,0,0,0,21,2,2,2,עכו,,1,0
208,5.27,2,1323,1170,0,5,0,1,0,6147,3.399889381,3.399889381,0,0,1808,1808,0,0,2903,952,1533,418,796,1090,705,947,2076,533,0,0,0,0,0,0,796,1090,705,947,2076,533,0,0,0,0,0,0,21,2,2,2,עכו,,1,0
209,3.07,2,1324,2104,0,3,0,1,0,6045,3.520675597,3.520675597,0,0,1717,1717,0,0,744,244,393,107,835,1262,813,874,1920,341,0,0,0,0,0,0,835,1262,813,874,1920,341,0,0,0,0,0,0,21,2,2,2,עכו,,1,0
210,7.39,2,0,0,0,3,0,1,0,5398,3.897472924,3.897472924,0,0,1385,1385,0,0,533,175,281,77,745,1132,708,868,1615,330,0,0,0,0,0,0,745,1132,708,868,1615,330,0,0,0,0,0,0,21,2,2,2,עכו,,1,0
211,0.95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2,2,2,עכו,,1,0
212,0.64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2,2,2,עכו,,1,0
213,0.97,1,0,0,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,1201,394,634,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2,2,2,עכו,,1,0
214,0.39,3,318,0,0,5,0.994800284,0.005199716,0,4231,2.89596167,3.666666667,0,2.892783505,1461,6,0,1455,824,270,435,119,612,696,362,626,1386,549,609,691,359,623,1379,548,3,5,3,3,7,1,0,0,0,0,0,0,21,2,2,2,עכו,,1,0
215,0.40,3,483,0,0,5,0.956648985,0.021949881,0.021401134,5467,2.790709546,3.75,3.342857143,2.764270613,1959,32,35,1892,470,154,248,68,679,840,492,756,1893,807,640,791,463,722,1823,791,17,25,16,17,38,7,22,24,13,17,32,9,21,2,2,2,עכו,,1,0
216,1.14,3,736,1788,0,6,0.853378982,0.123995237,0.022625781,6718,3.220517737,3.821100917,3.707317073,3.137931034,2086,218,41,1827,960,315,507,138,915,1085,609,975,2246,888,778,915,500,819,1925,796,108,138,92,134,281,80,29,32,17,22,40,12,21,2,2,2,עכו,,1,0
217,0.75,3,0,0,0,5,0.97597254,0.02402746,0,1748,2.486486486,3.5,0,2.468885673,703,12,0,691,1960,643,1035,282,254,224,146,255,458,411,248,215,140,249,445,409,6,9,6,6,13,2,0,0,0,0,0,0,21,2,2,2,עכו,,1,0
218,1.11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,56,90,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2,2,2,עכו,,1,0
219,0.58,2,0,0,0,7,0.834268612,0.13093902,0.034792368,2673,2.686432161,3.070175439,3.1,2.620446533,995,114,30,851,306,100,162,44,399,449,237,400,862,326,334,374,191,329,719,283,45,54,36,57,121,37,20,21,10,14,22,6,21,2,2,2,עכו,,1,0
220,0.46,2,0,0,0,5,0.895352416,0.104647584,0,3249,2.491564417,2.905982906,0,2.450716091,1304,117,0,1187,595,195,314,86,464,532,283,486,1070,414,421,478,248,431,953,378,43,54,35,55,117,36,0,0,0,0,0,0,21,2,2,2,עכו,,1,0
221,0.24,3,0,1034,0,2,0.476157083,0.523842917,0,2852,2.450171821,2.824196597,0,2.138582677,1164,529,0,635,389,128,205,56,304,391,273,398,995,491,112,157,117,153,484,335,192,234,156,245,511,156,0,0,0,0,0,0,21,2,2,2,עכו,,1,0
222,0.31,3,466,0,0,2,0.49911861,0.486023672,0.014857718,3971,2.39939577,2.680555556,2.681818182,2.170865279,1655,720,22,913,525,172,277,76,497,599,378,584,1345,568,236,285,171,259,669,362,248,301,201,316,662,202,13,13,6,9,14,4,21,2,2,2,עכו,,1,0
223,0.14,3,315,0,0,5,0.274930748,0.725069252,0,2888,2.779595765,2.924581006,0,2.458204334,1039,716,0,323,540,177,285,78,383,458,286,460,978,323,115,130,67,117,261,104,268,328,219,343,717,219,0,0,0,0,0,0,21,2,2,2,עכו,,1,0
224,0.14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,918,301,485,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2,2,2,עכו,,1,0
225,0.92,3,1821,1235,0,3,0.166967797,0.833032203,0,9409,3.172285907,3.276755853,0,2.736933798,2966,2392,0,574,6232,2044,3291,897,1226,1480,952,1509,3208,1034,221,252,134,228,518,218,1005,1228,818,1281,2690,816,0,0,0,0,0,0,21,2,2,2,עכו,,1,0
226,0.58,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1107,363,585,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2,2,2,עכו,,1,0
227,1.03,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1409,462,744,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2,2,2,עכו,,1,0
228,1.35,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1409,462,744,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2,2,2,עכו,,1,0
229,1.22,1,89,0,0,6,1,0,0,868,2.993103448,0,0,2.993103448,290,0,0,290,262,86,138,38,104,141,98,103,261,161,104,141,98,103,261,161,0,0,0,0,0,0,0,0,0,0,0,0,21,2,2,2,עכו,,1,0
230,0.42,2,607,1157,0,3,0,1,0,4436,3.298141264,3.298141264,0,0,1345,1345,0,0,775,254,409,112,611,862,571,697,1382,313,0,0,0,0,0,0,611,862,571,697,1382,313,0,0,0,0,0,0,21,2,2,2,עכו,,1,0
231,3.34,2,0,0,0,3,0,1,0,5291,3.7,3.7,0,0,1430,1430,0,0,692,227,365,100,729,1028,681,831,1648,374,0,0,0,0,0,0,729,1028,681,831,1648,374,0,0,0,0,0,0,21,2,2,2,עכו,,1,0
232,1.20,2,0,0,0,5,0,1,0,4098,3.375617792,3.375617792,0,0,1214,1214,0,0,1248,409,659,180,530,727,470,631,1384,356,0,0,0,0,0,0,530,727,470,631,1384,356,0,0,0,0,0,0,21,2,2,2,עכו,,1,0
233,0.96,2,760,0,0,3,0,1,0,3913,3.5,3.5,0,0,1118,1118,0,0,729,239,385,105,541,817,526,565,1243,221,0,0,0,0,0,0,541,817,526,565,1243,221,0,0,0,0,0,0,21,2,2,2,עכו,,1,0
234,0.23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2,2,2,עכו,,1,0
235,0.94,2,0,0,0,3,0,1,0,6164,3.299785867,3.299785867,0,0,1868,1868,0,0,1945,638,1027,280,852,1287,829,890,1958,348,0,0,0,0,0,0,852,1287,829,890,1958,348,0,0,0,0,0,0,21,2,2,2,עכו,,1,0
236,4.24,2,0,0,0,3,0,1,0,5214,3.398956975,3.398956975,0,0,1534,1534,0,0,250,82,132,36,721,1089,701,753,1656,294,0,0,0,0,0,0,721,1089,701,753,1656,294,0,0,0,0,0,0,21,2,2,2,עכו,,1,0
237,0.95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2,2,2,עכו,,1,0
238,1.58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2,2,2,עכו,,1,0
239,0.73,2,333,0,0,3,0,1,0,5398,3.299511002,3.299511002,0,0,1636,1636,0,0,1875,615,990,270,745,1132,708,868,1615,330,0,0,0,0,0,0,745,1132,708,868,1615,330,0,0,0,0,0,0,21,2,2,2,עכו,,1,0
240,2.78,2,0,0,0,3,0,1,0,5395,3.697738177,3.697738177,0,0,1459,1459,0,0,1528,501,807,220,745,1132,707,867,1614,330,0,0,0,0,0,0,745,1132,707,867,1614,330,0,0,0,0,0,0,21,2,2,2,עכו,,1,0
241,5.14,2,1654,2047,0,3,0,1,0,1218,3.690909091,3.690909091,0,0,330,330,0,0,2017,662,1065,290,168,255,160,196,364,75,0,0,0,0,0,0,168,255,160,196,364,75,0,0,0,0,0,0,21,2,2,2,עכו,,1,0
242,17.13,2,564,570,0,6,0.154519701,0.845480299,0,7766,3.39720035,3.421573736,0,3.269754768,2286,1919,0,367,1507,494,796,217,914,1408,960,1238,2660,586,133,244,147,95,466,115,781,1164,813,1143,2194,471,0,0,0,0,0,0,21,2,2,2,עכו,,1,0
243,14.32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2,2,2,עכו,,1,0
244,0.81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2,2,2,עכו,,1,0
245,10.18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2,2,2,עכו,,1,0
301,35.75,2,994,709,0,5,0.366930104,0.633069896,0,9743,3.579353417,3.798029557,0,3.255919854,2722,1624,0,1098,1629,534,860,235,1453,2168,1250,1319,2984,569,461,803,368,348,1316,279,992,1365,882,971,1668,290,0,0,0,0,0,0,32,3,3,3,עכו,,1,0
302,4.86,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4756,1560,2511,685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,3,3,3,עכו,,1,0
303,0.60,3,284,193,0,2,0.883820565,0,0.116179435,3968,2.187431092,0,2.680232558,2.135809988,1814,0,172,1642,2476,812,1307,357,551,593,363,406,885,1170,455,499,309,354,801,1089,0,0,0,0,0,0,96,94,54,52,84,81,32,3,3,3,עכו,,1,0
304,1.08,3,0,0,0,6,1,0,0,3828,2.798245614,0,0,2.798245614,1368,0,0,1368,405,133,214,58,347,469,384,438,1392,798,347,469,384,438,1392,798,0,0,0,0,0,0,0,0,0,0,0,0,32,3,3,3,עכו,,1,0
305,11.53,2,255,0,0,6,0.768128162,0.231871838,0,3558,3.561561562,4.004854369,0,3.446406053,999,206,0,793,1275,418,673,184,516,841,410,372,1130,289,391,638,256,230,941,277,125,203,154,142,189,12,0,0,0,0,0,0,32,3,3,3,עכו,,1,0
306,8.21,2,738,1940,0,9,1,0,0,2910,3.34867664,0,0,3.34867664,869,0,0,869,3314,1087,1750,477,291,625,365,256,1126,247,291,625,365,256,1126,247,0,0,0,0,0,0,0,0,0,0,0,0,32,3,3,3,עכו,,1,0
307,38.91,1,0,0,0,7,1,0,0,1063,3.579124579,0,0,3.579124579,297,0,0,297,327,107,173,47,172,258,76,68,413,76,172,258,76,68,413,76,0,0,0,0,0,0,0,0,0,0,0,0,32,3,3,3,עכו,כנרת,0.95,0.05
308,4.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,3,3,3,עכו,,1,0
309,4.75,2,519,0,0,9,1,0,0,2016,3.140186916,0,0,3.140186916,642,0,0,642,463,152,244,67,211,352,257,228,787,181,211,352,257,228,787,181,0,0,0,0,0,0,0,0,0,0,0,0,32,3,3,3,עכו,,1,0
310,40.63,2,1573,593,0,7,0.578681369,0.421318631,0,8706,3.793464052,3.965405405,0,3.677372263,2295,925,0,1370,4829,1584,2550,695,1225,1945,1050,964,2903,619,685,1178,611,429,1772,363,540,767,439,535,1131,256,0,0,0,0,0,0,32,3,3,3,עכו,,1,0
311,15.29,1,70,0,0,7,1,0,0,838,2.940350877,0,0,2.940350877,285,0,0,285,317,104,167,46,104,124,58,102,377,73,104,124,58,102,377,73,0,0,0,0,0,0,0,0,0,0,0,0,32,3,3,3,עכו,,1,0
312,5.35,1,140,0,0,8,1,0,0,1255,3.691176471,0,0,3.691176471,340,0,0,340,661,217,349,95,143,337,146,67,487,75,143,337,146,67,487,75,0,0,0,0,0,0,0,0,0,0,0,0,32,3,3,3,עכו,,1,0
313,1.10,2,32,0,0,3,0,1,0,5252,3.698591549,3.698591549,0,0,1420,1420,0,0,1019,334,538,147,706,1174,721,781,1578,292,0,0,0,0,0,0,706,1174,721,781,1578,292,0,0,0,0,0,0,32,3,3,3,עכו,,1,0
314,1.59,2,0,0,0,4,0,1,0,6490,3.808685446,3.808685446,0,0,1704,1704,0,0,826,271,436,119,990,1442,882,1004,1824,348,0,0,0,0,0,0,990,1442,882,1004,1824,348,0,0,0,0,0,0,32,3,3,3,עכו,,1,0
315,3.46,2,959,1062,0,3,0,1,0,8433,3.698684211,3.698684211,0,0,2280,2280,0,0,1932,634,1020,278,1189,1835,1191,1249,2511,458,0,0,0,0,0,0,1189,1835,1191,1249,2511,458,0,0,0,0,0,0,32,3,3,3,עכו,,1,0
316,2.51,2,0,0,0,3,0,1,0,4399,4.09972041,4.09972041,0,0,1073,1073,0,0,558,183,295,80,733,1013,599,677,1186,191,0,0,0,0,0,0,733,1013,599,677,1186,191,0,0,0,0,0,0,32,3,3,3,עכו,,1,0
317,6.46,2,405,339,0,4,0.069613496,0.930386504,0,4683,3.471460341,3.571311475,0,2.527131783,1349,1220,0,129,688,226,363,99,622,864,621,816,1482,278,42,34,27,51,116,56,580,830,594,765,1366,222,0,0,0,0,0,0,32,3,3,3,עכו,,1,0
318,6.49,2,1061,1213,0,5,0,1,0,7796,3.199015183,3.199015183,0,0,2437,2437,0,0,1845,605,974,266,961,1282,907,1222,2555,869,0,0,0,0,0,0,961,1282,907,1222,2555,869,0,0,0,0,0,0,32,3,3,3,עכו,,1,0
319,2.47,3,38,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5741,1883,3031,827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,3,3,3,עכו,,1,0
320,0.83,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7024,2304,3709,1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,3,3,3,עכו,,1,0
321,1.25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,3,3,3,עכו,,1,0
322,0.73,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,3,3,3,עכו,,1,0
323,0.64,3,168,0,0,4,0.868128964,0,0.131871036,3784,2.287787183,0,2.741758242,2.231657609,1654,0,182,1472,1467,481,775,211,506,523,277,506,1182,790,408,430,231,434,1054,728,0,0,0,0,0,0,98,93,46,72,128,62,32,3,3,3,עכו,,1,0
324,0.45,3,0,0,0,5,0.980806676,0,0.019193324,3595,2.295657727,0,2.76,2.288124594,1566,0,25,1541,353,116,186,51,374,421,245,474,1211,870,362,409,239,464,1192,860,0,0,0,0,0,0,12,12,6,10,19,10,32,3,3,3,עכו,,1,0
325,0.23,3,0,1416,0,5,1,0,0,2670,2.5,0,0,2.5,1068,0,0,1068,328,108,173,47,238,354,238,344,953,543,238,354,238,344,953,543,0,0,0,0,0,0,0,0,0,0,0,0,32,3,3,3,עכו,,1,0
326,1.69,3,347,0,0,7,1,0,0,2926,2.598579041,0,0,2.598579041,1126,0,0,1126,653,214,345,94,272,556,260,324,914,600,272,556,260,324,914,600,0,0,0,0,0,0,0,0,0,0,0,0,32,3,3,3,עכו,,1,0
327,0.77,3,222,342,0,5,0.886575736,0,0.113424264,4179,2.587616099,0,3.098039216,2.534199726,1615,0,153,1462,3376,1107,1783,486,527,583,370,565,1336,798,439,494,317,496,1214,745,0,0,0,0,0,0,88,89,53,69,122,53,32,3,3,3,עכו,,1,0
328,1.01,3,681,1566,3400,6,1,0,0,4203,2.599257885,0,0,2.599257885,1617,0,0,1617,1498,491,791,216,396,562,429,521,1489,806,396,562,429,521,1489,806,0,0,0,0,0,0,0,0,0,0,0,0,32,3,3,3,עכו,,1,0
329,0.25,3,1046,58,0,5,1,0,0,2051,2.49817296,0,0,2.49817296,821,0,0,821,144,47,76,21,201,244,173,274,707,452,201,244,173,274,707,452,0,0,0,0,0,0,0,0,0,0,0,0,32,3,3,3,עכו,,1,0
330,1.83,3,0,0,0,8,1,0,0,4488,3.099447514,0,0,3.099447514,1448,0,0,1448,306,100,162,44,475,905,468,412,1660,568,475,905,468,412,1660,568,0,0,0,0,0,0,0,0,0,0,0,0,32,3,3,3,עכו,,1,0
331,0.92,3,495,0,0,6,0.971989368,0,0.028010632,4891,2.711197339,0,3.261904762,2.698070375,1804,0,42,1762,887,291,468,128,601,827,371,458,1622,1012,575,795,358,444,1586,996,0,0,0,0,0,0,26,32,13,14,36,16,32,3,3,3,עכו,,1,0
332,0.92,3,597,0,0,7,1,0,0,5536,2.899947617,0,0,2.899947617,1909,0,0,1909,762,250,402,110,683,1042,507,595,2076,633,683,1042,507,595,2076,633,0,0,0,0,0,0,0,0,0,0,0,0,32,3,3,3,עכו,,1,0
333,1.50,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,3,3,3,עכו,,1,0
334,3.47,2,0,0,0,3,0,1,0,6026,3.897800776,3.897800776,0,0,1546,1546,0,0,1290,423,681,186,810,1347,828,896,1810,335,0,0,0,0,0,0,810,1347,828,896,1810,335,0,0,0,0,0,0,32,3,3,3,עכו,,1,0
335,4.74,2,2090,1907,0,3,0,1,0,4170,4.096267191,4.096267191,0,0,1018,1018,0,0,939,308,496,135,561,932,573,619,1253,232,0,0,0,0,0,0,561,932,573,619,1253,232,0,0,0,0,0,0,32,3,3,3,עכו,,1,0
336,3.56,2,1434,1409,0,4,0,1,0,6242,3.99871877,3.99871877,0,0,1561,1561,0,0,1165,382,615,168,951,1386,848,966,1756,335,0,0,0,0,0,0,951,1386,848,966,1756,335,0,0,0,0,0,0,32,3,3,3,עכו,,1,0
337,0.51,2,1632,1881,0,3,0,1,0,3599,4.103762828,4.103762828,0,0,877,877,0,0,464,152,245,67,600,829,490,554,970,156,0,0,0,0,0,0,600,829,490,554,970,156,0,0,0,0,0,0,32,3,3,3,עכו,,1,0
